機種名,台番号,スタート,タイプ,総回転数,BB,RB,ART,BB確率,RB確率,合成確率,更新日時,出力日時
ﾆｭｰｱｲﾑｼﾞｬｸﾞﾗｰEXC,570,89,3995,22,12,,1/181.6,1/332.9,1/117.5,2017/10/01 23:06,2017/10/01 23:23
